cluster,Name,Metal,M_e,log_age,log_age_e,dg,mass,e_mass,rt_pc,e_rt_pc,R_J_pc,a_kpc,e,p_Myr,i_deg,S,V_esc_km/s,V_esc_err,V_rel_km/s,V_rel_err,R_roc
153,NGC_133,0.0270298,0.007887664,9.041392685,0.23507621,13.77115941,442,88,7.699651253,0.057349565,10.82859874,28.68806488,0.546797214,4.392969466,90.89654875,207.4955417,5.940330331,0.83696118,15.3266567,5.715393047,13.87988089
157,Collinder_115,0.0270298,0.007887664,7.710117365,0.200463051,12.94357647,3032,606,25.266549,1.74633856,19.28814145,7.588778025,0.096808546,0.597673606,93.48926926,110.8470225,15.7479351,3.004799458,47.86632281,1.720351191,24.33024857
157,UBC_1334,0.0480666,0.014026488,6.6599162,0.173157821,15.79733301,163,32,39.35063818,8.754840498,7.312786497,7.535849991,0.082214702,0.591431798,75.30601578,110.8470225,15.7479351,3.004799458,47.86632281,1.720351191,9.115005331
158,Collinder_367,0.0480666,0.014026488,6.620136055,0.172123537,14.28211721,303,60,23.44410952,25.1560368,7.166803959,8.372754992,0.017613539,0.692642087,97.04014388,72.99635017,6.926228779,1.079581264,10.08653334,3.256542745,7.900414048
158,ESO_522-05,0.0270298,0.007887664,8.439332694,0.21942265,12.86018538,104,20,9.908633624,0.961268971,4.991891593,8.195191115,0.009442361,0.670725676,97.9510477,72.99635017,6.926228779,1.079581264,10.08653334,3.256542745,5.52819609
160,Collinder_419,0.0152,0.004435567,7.100370545,0.184609634,9.467296838,1163,232,15.35845196,8.655376273,12.27547404,9.752326749,0.137867266,0.870700249,92.92190883,54.40308227,14.47046345,2.566836914,8.593466453,6.266871929,14.33663355
160,Dolidze_8,0.0270298,0.007887664,7.519827994,0.195515528,8.654441704,161,30,6.284540337,0.620721881,6.365332777,9.064325902,0.120527284,0.780206512,91.12593964,54.40308227,14.47046345,2.566836914,8.593466453,6.266871929,7.326045939
162,Czernik_6,0.0480666,0.014026488,6.800029359,0.176800763,15.26381117,222,44,6.274312491,0.30836271,8.237000213,16.62807737,0.42797345,1.938515856,83.74050833,456.6759034,3.192602028,0.454633169,26.10536448,4.51542611,10.66952919
162,HSC_1069,0.0085476,0.002494306,7.170261715,0.186426805,22.32591808,319,63,7.532825224,0.398880076,9.533850962,16.66258955,0.445116988,1.944554178,85.94570158,456.6759034,3.192602028,0.454633169,26.10536448,4.51542611,12.03999055
164,Czernik_37,0.0480666,0.000140275,8.959994838,0.232959866,13.96831652,1680,336,3.633289594,0.158855866,11.0052147,11.00688492,0.108004893,1.044005873,80.81976627,117.7276919,12.92554902,2.025480417,14.88403738,2.430434298,11.70950008
164,UFMG_92,0.0480666,0.014026488,8.350248018,0.217106448,12.80963757,606,121,6.582003573,0.302437267,7.92825909,9.907161081,0.107362315,0.891518048,102.5105199,117.7276919,12.92554902,2.025480417,14.88403738,2.430434298,8.331600278
165,Czernik_38,0.0480666,0.014026488,9.008600172,0.234223604,14.14588817,2531,506,6.52962466,0.265233199,13.72915659,10.77110493,0.055094446,1.010640477,108.2347885,860.7779738,5.579097257,0.933346565,12.17279348,4.190863481,14.45045152
165,FSR_0111,0.0480666,0.014026488,8.840106094,0.229842758,13.63771178,583,116,5.954390322,0.562791863,8.039594421,11.07307348,0.086899223,1.053437018,70.74723271,860.7779738,5.579097257,0.933346565,12.17279348,4.190863481,8.858070916
166,Czernik_44,0.0085476,0.002494306,7.940018155,0.206440472,18.44324483,807,161,32.1236869,13.55339614,13.46920515,42.65655096,0.597815932,7.96498402,99.98958989,453.4443422,5.671175125,0.802566512,17.20090972,7.445099979,17.22423099
166,UBC_405,0.0152,0.004435567,8.949877704,0.23269682,13.77995692,888,177,67.82746449,20.43367373,13.73157789,84.75273864,0.572827953,22.30678153,95.37495652,453.4443422,5.671175125,0.802566512,17.20090972,7.445099979,17.78230168
168,DBSB_157,0.0480666,0.014026488,6.599883072,0.17159696,16.18707209,658,131,13.91319619,1.797643011,8.311361132,7.514494399,0.04015814,0.588919522,104.5588003,212.0938343,7.579102942,1.072675366,16.36194374,2.436409084,8.678616372
168,Theia_3669,0.0270298,0.007887664,8.760422483,0.227770985,13.91354286,758,151,9.074208444,0.894847913,8.557742376,7.284788855,0.039598237,0.562123518,91.51859431,212.0938343,7.579102942,1.072675366,16.36194374,2.436409084,9.097765527
170,Dolidze_33,0.0152,0.004435567,6.599883072,0.17159696,15.32103663,373,74,18.66528077,7.120615481,6.749033559,10.11024832,0.064372689,0.919070946,106.7278268,239.4279458,8.241261281,1.364735966,34.72933361,1.950038162,7.147429816
170,Trumpler_35,0.0270298,0.007887664,7.989894564,0.207737259,14.23872888,1517,303,9.283416828,0.25554116,10.91782333,11.53290607,0.092316181,1.119732891,76.41200436,239.4279458,8.241261281,1.364735966,34.72933361,1.950038162,11.40950091
171,Dolidze_42,0.0270298,0.007887664,6.640481437,0.172652517,10.33822084,65,13,11.08413792,2.751247558,4.674257429,9.846820877,0.098065326,0.88338569,93.54666204,94.24017541,3.562374375,0.490799469,20.16745025,1.868734493,5.420797119
171,PHOC_37,0.0270298,0.007887664,7.969881644,0.207216923,11.03991425,74,14,14.18538002,0.558901254,4.848878785,9.588443439,0.082336324,0.848845145,84.90692122,94.24017541,3.562374375,0.490799469,20.16745025,1.868734493,5.660359784
173,ESO_521-38,0.0480666,0.014026488,8.720159303,0.226724142,10.46475138,258,51,16.45115995,1.783629078,6.808753143,8.426937219,0.020876565,0.699376347,86.66192498,177.0703478,5.615644787,0.808477564,11.42656216,1.999192251,7.479400008
173,Theia_1761,0.0270298,0.007887664,8.269512944,0.215007337,12.22177222,391,78,28.51166312,12.05580022,7.710490618,8.449623878,0.017750646,0.702202496,89.04617675,177.0703478,5.615644787,0.808477564,11.42656216,1.999192251,8.59140546
174,FSR_0224,0.0270298,0.007887664,6.6599162,0.173157821,14.06646654,181,36,5.124485448,0.780250687,6.592401593,10.2899364,0.084956585,0.943681277,94.57727546,237.4491705,6.132867039,1.036178547,13.29734275,6.819031828,7.714731486
174,LK_10,0.0152,0.004435567,7.599883072,0.19759696,20.66822599,857,171,5.853467933,0.593134851,11.10226166,9.50942855,0.108360386,0.838374253,94.64597671,237.4491705,6.132867039,1.036178547,13.29734275,6.819031828,12.95567884
175,FSR_0251,0.0085476,0.002494306,6.599883072,0.17159696,15.59957507,140,28,4.658312105,0.438075343,6.099431181,12.01198536,0.236688717,1.190223427,93.1679768,154.1641885,3.931862617,0.553498568,15.50787386,4.911901271,7.213314191
175,UBC_378,0.0270298,0.007887664,9.178976947,0.238653401,11.70175762,137,27,12.12210013,1.236897093,6.114687341,16.72349725,0.232291687,1.955225972,91.67112613,154.1641885,3.931862617,0.553498568,15.50787386,4.911901271,7.161407064
176,FSR_0282,0.0152,0.004435567,8.609594409,0.223849455,17.77301588,2068,413,19.5207001,0.687246612,16.02948686,15.77860006,0.419455207,1.791880343,109.4249259,627.6599237,6.951324485,0.998884278,9.430511785,6.888876981,19.18299175
176,Teutsch_22,0.0480666,0.014026488,8.989894564,0.233737259,14.63489904,1457,291,9.616907679,0.387186515,14.19062499,35.86047185,0.443982987,6.139461815,113.3261605,627.6599237,6.951324485,0.998884278,9.430511785,6.888876981,17.06934405
179,FSR_0443,0.0270298,0.007887664,6.680335513,0.173688723,15.69272147,449,89,13.63308388,0.18371692,10.08448932,11.64753918,0.110532126,1.136468946,88.60639605,281.5741313,6.826353059,1.044665365,24.65667952,4.337792703,12.5634581
179,NGC_7510,0.0480666,0.014026488,6.69019608,0.173945098,18.02058352,1076,215,29.81276558,5.165369736,13.43686044,11.25120617,0.057044556,1.078958963,89.14838235,281.5741313,6.826353059,1.044665365,24.65667952,4.337792703,16.81391991
180,FSR_0498,0.0480666,0.014026488,6.650307523,0.172907996,15.92645875,435,87,16.24445526,1.703378887,10.0464347,18.71881699,0.475919997,2.315388651,86.96958479,567.1468317,7.396313432,1.317832034,25.18213468,5.929705337,12.80863101
180,NGC_103,0.0480666,0.014026488,8.749736316,0.227493144,12.84528852,3171,634,17.65272551,1.245570715,19.8896222,43.73462796,0.478184398,8.268837507,94.24112288,567.1468317,7.396313432,1.317832034,25.18213468,5.929705337,24.83666645
181,FSR_0569,0.0270298,0.007887664,7.06069784,0.183578144,9.614315351,475,95,9.856234918,5.848273772,9.613800057,10.00102555,0.170462915,0.904217917,88.29908621,29.75667434,13.10542856,2.163926571,11.71991755,6.312772487,11.39028253
181,UBC_415,0.0152,0.000443557,7.250420002,0.18851092,10.18361591,119,23,5.251520526,0.242223169,6.05728634,9.902163686,0.17793478,0.89084358,89.59343012,29.75667434,13.10542856,2.163926571,11.71991755,6.312772487,6.937348816
182,FSR_0771,0.0480666,0.014026488,9.220108088,0.23972281,11.36982965,532,106,17.98768923,0.954646128,10.65919043,8.808019094,0.22420247,0.747349372,80.75750843,141.4509722,6.421878424,1.044365276,19.95006924,5.430436434,13.3111652
182,HXHWL_49,0.0480666,0.014026488,8.749736316,0.227493144,10.59416149,146,29,11.63275595,0.6531976,6.887026208,8.74842271,0.198465,0.7397772,91.15122841,141.4509722,6.421878424,1.044365276,19.95006924,5.430436434,8.646522422
183,FSR_0833,0.0152,0.004435567,6.609594409,0.171849455,15.8942313,637,127,49.50608129,3.224694426,13.05261578,9.687048372,0.193319094,0.861972689,63.23575266,261.4716709,5.905964231,0.850584473,25.19914766,7.382853996,18.2015517
183,HSC_1386,0.0270298,0.007887664,8.810232518,0.229066045,16.86937426,423,84,27.33311325,5.971855383,11.89738307,17.38057243,0.261216781,2.071583373,87.42056966,261.4716709,5.905964231,0.850584473,25.19914766,7.382853996,15.8784109
185,FSR_0874,0.0480666,0.014026488,6.670245853,0.173426392,15.30259673,99,19,8.829834145,1.890341742,6.052105877,8.656645356,0.130232598,0.728166578,79.80946432,246.5610413,3.040961418,0.438105522,27.9556272,3.498201839,7.624596685
185,UBC_77,0.0480666,0.014026488,7.100370545,0.184609634,12.51977661,166,33,13.89527976,1.865165149,7.279730181,8.197560804,0.146276357,0.671016614,76.4965427,246.5610413,3.040961418,0.438105522,27.9556272,3.498201839,9.058309737
186,FSR_0923,0.0270298,0.007887664,8.899820502,0.231395333,12.83945806,311,62,6.921141972,0.383931726,8.960679023,10.30228064,0.13342876,0.945379905,102.160199,106.1932715,8.992220987,1.358809774,16.75292019,6.093912532,11.218959
186,FSR_0951,0.0152,0.004435567,8.989894564,0.233737259,11.2365303,687,137,20.58076923,1.056726446,11.66816775,10.1479507,0.125284469,0.92421673,99.66407937,106.1932715,8.992220987,1.358809774,16.75292019,6.093912532,14.62685336
187,FSR_0941,0.0085476,0.002494306,9.021189299,0.234550922,14.73373171,993,198,14.55773256,1.037164935,15.87467987,15.80549627,0.286050166,1.796463956,121.166745,274.2077879,6.935557645,1.023166381,10.06544786,8.483435744,20.75954512
187,UBC_1313,0.0480666,0.014026488,8.699837726,0.226195781,14.13173031,540,108,32.64695031,2.8820289,13.24395854,9.607141679,0.278965571,0.85132933,116.6770625,274.2077879,6.935557645,1.023166381,10.06544786,8.483435744,16.94225875
189,FSR_0968,0.0480666,0.014026488,7.620136055,0.198123537,14.34147406,517,103,46.82123268,66.28897767,11.28492041,7.190735948,0.161692771,0.551272483,79.33835678,304.2304512,5.386696915,0.759263359,16.38585884,8.088052649,14.20250473
189,NGC_2254,0.0270298,0.007887664,8.749736316,0.227493144,13.1884702,509,101,5.838457548,0.138028698,10.98070255,9.495006503,0.145383437,0.836467753,86.46586429,304.2304512,5.386696915,0.759263359,16.38585884,8.088052649,14.12885207
191,FSR_1083,0.0152,0.004435567,9.149219113,0.237879697,13.8100685,740,148,22.68579205,0.885374794,13.85967311,10.15475343,0.246208484,0.925146216,56.14842954,850.7752161,3.59085508,0.515676829,22.2346372,10.65081448,18.85016763
191,Teutsch_13,0.0270298,0.007887664,8.489958479,0.22073892,14.75263172,535,107,34.23172255,6.744204238,13.01285932,10.21261365,0.245069523,0.933064479,42.68805252,850.7752161,3.59085508,0.515676829,22.2346372,10.65081448,16.91823344
192,FSR_1113,0.0480666,0.014026488,9.350248018,0.243106448,13.19593829,300,60,10.93966805,0.65483315,10.18649467,13.62168119,0.326408011,1.437316364,49.73698716,673.216488,2.406145745,0.357297801,27.36655273,6.722932708,13.44019492
192,UBC_1350,0.0480666,0.014026488,8.829946696,0.229578614,13.62605841,153,30,13.40427732,0.774900601,8.124064951,10.83994404,0.253548455,1.020344584,69.98164786,673.216488,2.406145745,0.357297801,27.36655273,6.722932708,10.73810905
194,FSR_1170,0.0085476,0.002494306,8.940018155,0.232440472,12.64674588,583,116,31.21179554,4.932297352,11.21944908,7.834915489,0.109765957,0.626985905,108.8046238,244.6829024,5.200098367,0.825955172,23.51977225,7.419449624,14.3683921
194,UBC_1366,0.0270298,0.007887664,8.650307523,0.224907996,13.28610569,186,37,19.45252895,0.946482148,7.73676986,7.488935206,0.136159058,0.585917423,103.6895232,244.6829024,5.200098367,0.825955172,23.51977225,7.419449624,9.81705241
196,FSR_1178,0.0152,0.000443557,7.089905111,0.184337533,10.26628848,122,24,6.138882295,0.639587366,6.216202804,7.569560209,0.068933056,0.595404722,79.808329,92.79332047,5.497948192,0.788737779,21.22222886,4.512037248,7.575090303
196,Theia_2649,0.0085476,0.002494306,7.810232518,0.203066045,10.08662412,204,40,21.56446772,2.446935959,7.363308771,8.119165718,0.057907504,0.661414043,96.89031592,92.79332047,5.497948192,0.788737779,21.22222886,4.512037248,8.993465401
198,FSR_1209,0.0480666,0.014026488,6.640481437,0.172652517,19.43992683,350,70,9.146849461,0.352694354,10.45032729,5.715398149,0.223827138,0.390639394,49.79146189,739.5906398,2.435788557,0.368658337,22.10255287,7.024231269,13.40288525
198,UBC_1369,0.0480666,0.014026488,6.810232518,0.177066045,15.50023607,160,32,11.01777066,0.258180117,7.760868138,6.33948025,0.213280626,0.456338156,55.39684425,739.5906398,2.435788557,0.368658337,22.10255287,7.024231269,10.32479241
199,FSR_1284,0.0480666,0.014026488,8.699837726,0.226195781,13.20235117,303,60,9.214244422,0.672994846,8.817471075,8.506549221,0.195468585,0.70931057,78.64507508,333.5632872,4.47684015,0.644195814,13.02482593,4.743243823,11.08569871
199,UBC_459,0.0085476,0.002494306,9.041392685,0.23507621,12.30275939,474,94,19.19515664,1.211773377,10.41994406,8.924590472,0.200041444,0.762234756,83.71590101,333.5632872,4.47684015,0.644195814,13.02482593,4.743243823,12.86909061
200,FSR_1342,0.0480666,0.014026488,8.790285164,0.228547414,14.11129434,1511,502,18.85078838,1.826816002,15.57551301,11.6149661,0.356963575,1.13170497,62.93236669,228.9415451,9.367664723,2.132556287,5.243517244,4.008777843,19.47744669
200,Ruprecht_47,0.0152,0.004435567,8.980003372,0.233480088,12.7216537,824,164,15.73360318,1.015724939,12.67129683,15.94039715,0.363572037,1.819512357,104.8305837,228.9415451,9.367664723,2.132556287,5.243517244,4.008777843,15.90982557
201,FSR_1360,0.0152,0.004435567,8.359835482,0.217355723,12.7179661,324,64,6.493403384,0.223468082,8.752095035,10.82846425,0.201835754,1.018724154,102.9031564,383.0600625,7.666879271,1.360175875,8.114807068,4.317495945,10.88783636
201,Haffner_22,0.0480666,0.014026488,9.260071388,0.240761856,11.94684998,2293,458,16.28449108,1.076585476,17.16431704,10.81157196,0.242086816,1.016341285,76.72297246,383.0600625,7.666879271,1.360175875,8.114807068,4.317495945,20.90594679
202,FSR_1361,0.0270298,0.007887664,8.869818208,0.230615273,13.17118613,2005,401,42.38809987,3.057185454,16.11234421,11.88950849,0.293565233,1.172066236,75.58039427,691.0039812,5.319975643,0.950506363,16.34107525,4.440145696,20.18900903
202,UBC_1429,0.0085476,0.002494306,9.071882007,0.235868932,12.45586022,268,53,55.01122658,8.128148469,8.516875795,14.46994303,0.343109037,1.573644162,100.7577416,691.0039812,5.319975643,0.950506363,16.34107525,4.440145696,10.3224336
203,FSR_1424,0.0480666,0.014026488,6.620136055,0.172123537,15.90346384,188,37,6.558665637,0.69872154,7.029624558,7.925603632,0.226594651,0.637903267,80.35657094,163.1135327,4.834004686,0.689295129,22.51450747,3.406277021,8.384320597
203,UBC_1453,0.0270298,0.007887664,6.640481437,0.172652517,15.80329842,255,51,12.54397226,0.550815828,7.71333607,8.073498448,0.234542285,0.655841587,81.24297118,163.1135327,4.834004686,0.689295129,22.51450747,3.406277021,9.281327928
205,FSR_1496,0.0480666,0.014026488,8.740362689,0.22724943,15.10123254,3535,70,12.59106702,0.804416676,18.65759492,15.11818488,0.380841884,1.680566806,86.51625309,572.7635368,7.392543132,0.147941783,15.9628994,5.536390329,22.16267992
205,UBC_650,0.0480666,0.014026488,6.630427875,0.172391125,16.43793766,103,20,7.629691442,0.223210812,5.72172875,8.277631874,0.323446749,0.680871986,80.09761826,572.7635368,7.392543132,0.147941783,15.9628994,5.536390329,6.819538484
208,Gulliver_5,0.0480666,0.014026488,6.899820502,0.179395333,14.52910719,1201,240,61.82852677,16.90464146,12.99083893,9.727516469,0.307567844,0.867379723,81.05503672,188.6519709,8.70894709,1.350095265,10.7235716,3.138502583,15.47120245
208,UBC_1451,0.0270298,0.007887664,6.650307523,0.172907996,15.71912332,462,92,9.509152458,0.142649389,9.367373483,9.056313285,0.271328926,0.779172219,83.29546803,188.6519709,8.70894709,1.350095265,10.7235716,3.138502583,11.24911791
209,Gulliver_12,0.0085476,0.002494306,7.499687083,0.194991864,11.72706547,364,72,11.40561783,1.285889548,8.022019788,6.922768545,0.019555838,0.520746093,82.52109299,136.5793647,6.697267621,0.940357405,15.07551358,2.893535288,9.129906633
209,UBC_285,0.0085476,0.002494306,7.530199698,0.195785192,11.82096179,348,69,42.43807794,100.4673123,7.858019357,6.678990218,0.015770264,0.493483361,81.45022512,136.5793647,6.697267621,0.940357405,15.07551358,2.893535288,8.994041594
211,Gulliver_31,0.0270298,0.007887664,8.840106094,0.229842758,11.28373744,587,117,12.86325184,0.332652255,9.683777323,14.77358499,0.198083968,1.623435899,92.13739232,229.5919258,6.559078663,0.927713062,19.51049186,6.09561775,11.25921005
211,HSC_595,0.0480666,0.014026488,8.860338007,0.230368788,15.75617481,561,112,7.381716093,0.597035531,9.573956839,16.04856059,0.21486873,1.838063167,97.91760606,229.5919258,6.559078663,0.927713062,19.51049186,6.09561775,11.09041811
212,Gulliver_35,0.0270298,0.007887664,8.250420002,0.21451092,12.91942654,236,47,8.73030746,0.663774982,7.207087542,9.221669115,0.171193923,0.800609254,78.74576694,336.9194047,3.290562293,0.465385693,12.82057069,3.025303602,8.335131383
212,UBC_652,0.0270298,0.007887664,6.740362689,0.17524943,12.41423154,188,37,13.11171449,1.46204169,6.609051244,8.098988036,0.198630898,0.658949965,85.08043618,336.9194047,3.290562293,0.465385693,12.82057069,3.025303602,7.726689946
213,Gulliver_49,0.0480666,0.014026488,8.749736316,0.227493144,13.22599352,1245,249,13.00001244,0.81569204,13.41764937,13.38807415,0.262053709,1.400501139,87.16175531,386.7304249,5.742091815,0.985435124,8.228970279,5.24499276,16.48516698
213,HSC_896,0.0480666,0.014026488,8.829946696,0.229578614,12.74597378,237,47,28.39029834,9.572965814,7.829453438,21.74188365,0.296786773,2.898358176,89.59886752,386.7304249,5.742091815,0.985435124,8.228970279,5.24499276,9.482749896
214,HSC_175,0.0270298,0.007887664,7.281033367,0.189306868,12.68714771,385,77,11.09400224,4.815584952,7.525190007,8.684255709,0.012916835,0.731653084,96.67918789,40.72713685,12.92696291,1.831020171,6.72433947,0.965637694,8.145739667
214,OC_0024,0.0480666,0.014026488,6.69019608,0.173945098,15.40896339,406,81,23.59751813,6.387947953,7.644730555,8.545675607,0.008505596,0.714209969,99.44683809,40.72713685,12.92696291,1.831020171,6.72433947,0.965637694,8.294180865
215,HSC_187,0.0480666,0.014026488,6.630427875,0.172391125,14.87089778,194,38,8.158630898,1.787354707,5.979679176,9.174533009,0.065834383,0.794478693,99.94996285,27.58708164,19.11066362,3.254068085,14.34605426,5.456286381,6.136751817
215,HXHWL_66,0.0480666,0.014026488,6.899820502,0.179395333,13.33730666,977,195,25.1871556,13.81885762,10.21292758,9.500691265,0.093381887,0.837219068,100.2729484,27.58708164,19.11066362,3.254068085,14.34605426,5.456286381,10.95381483
216,HSC_227,0.0480666,0.014026488,6.599883072,0.17159696,15.38496374,243,48,22.22266178,2.039595099,6.247236807,9.101992466,0.029948644,0.785074752,101.6769746,131.8716067,5.057286827,0.725373262,14.44385812,3.434237114,6.701060471
216,UBC_1033,0.0480666,0.014026488,8.699837726,0.226195781,13.65143521,149,29,10.41516087,2.5149555,5.302771034,9.684973492,0.041302736,0.861695763,82.16105746,131.8716067,5.057286827,0.725373262,14.44385812,3.434237114,5.69274156
218,HSC_339,0.0085476,0.002494306,8.11058971,0.210875332,18.51612827,821,164,7.643260931,0.376510465,9.168329317,11.64119337,0.056866801,1.135540316,78.92074952,409.3069789,6.651991355,0.96327912,10.73237761,4.139471274,9.72653687
218,UBC_1049,0.0152,0.004435567,8.680335513,0.225688723,13.71968362,1284,256,23.01066033,2.189389185,10.30118314,10.23884236,0.075351537,0.936661324,71.00013236,409.3069789,6.651991355,0.96327912,10.73237761,4.139471274,11.29018628
220,HSC_573,0.0480666,0.014026488,8.740362689,0.22724943,13.77640154,323,64,27.12861563,4.55511917,7.877105238,11.76827981,0.141751792,1.154185947,85.32736591,55.31472622,13.93275852,2.192245135,8.589888026,4.865360797,9.02590951
220,OC_0106,0.0152,0.004435567,9.06069784,0.235578144,14.74204479,925,185,8.09407865,0.70605985,11.2261985,10.06651356,0.1489594,0.913113845,82.07508915,55.31472622,13.93275852,2.192245135,8.589888026,4.865360797,12.90228132
221,HSC_584,0.0152,0.004435567,9.51054501,0.24727417,13.23587236,123,24,4.93530989,0.22417613,5.732209268,12.15014258,0.290149727,1.210816594,101.8404165,421.7086861,2.769732647,0.409669919,6.020017194,1.394426279,6.621851377
221,Skiff_J1942+38.6,0.0480666,0.014026488,9.380211242,0.243885492,11.77490792,253,50,5.449225164,0.359025141,7.262544385,10.61651088,0.230585805,0.988960661,102.7938792,421.7086861,2.769732647,0.409669919,6.020017194,1.394426279,8.42142861
222,HSC_602,0.0480666,0.014026488,6.840106094,0.177842758,15.35940961,1074,214,87.92124331,73.67183095,12.08956645,16.80949573,0.355694031,1.9703271,101.7278942,151.8315898,8.8527912,1.429073156,19.12876792,0.230058438,14.12774833
222,UBC_1100,0.0480666,0.014026488,8.720159303,0.226724142,14.11756718,309,61,21.20890261,0.860507983,7.966104877,21.44593545,0.291024394,2.839381804,83.51182625,151.8315898,8.8527912,1.429073156,19.12876792,0.230058438,9.322783727
223,HSC_611,0.0480666,0.014026488,6.609594409,0.171849455,15.94496334,167,33,30.04271497,16.74888791,6.408761816,12.17620493,0.216856804,1.21471453,94.89147247,110.5054276,11.17881875,2.02039092,6.311297897,3.538866336,7.423487053
223,IC_4996,0.0480666,0.014026488,6.899820502,0.179395333,14.004634,1438,287,11.49717678,0.827199407,13.05280377,11.84868353,0.217277984,1.166034642,96.24280531,110.5054276,11.17881875,2.02039092,6.311297897,3.538866336,15.24123114
224,HSC_627,0.0480666,0.014026488,7.880241776,0.204886286,21.79886559,103,20,4.822612777,0.181834295,5.484724157,11.36138501,0.156718279,1.094846461,89.99983775,50.35942674,4.942854547,0.746694924,16.07792297,5.086553786,6.428677833
224,UPK_118,0.0480666,0.014026488,6.92992956,0.180178169,10.2123251,40,8,9.417017652,1.067935402,4.010136541,9.98706685,0.151004788,0.902325516,91.91449172,50.35942674,4.942854547,0.746694924,16.07792297,5.086553786,4.685825244
225,HSC_643,0.0085476,0.002494306,7.920123326,0.205923206,20.45052392,221,44,8.704350468,0.608496401,7.258671958,16.58828365,0.324353276,1.931561241,85.12465053,498.4908045,3.075472899,0.441651144,13.20279202,6.129406471,8.530865047
225,UBC_376,0.0480666,0.014026488,6.840106094,0.177842758,15.12997596,327,65,8.903588104,1.902841852,8.218039819,13.89674884,0.2854047,1.48107181,94.96987751,498.4908045,3.075472899,0.441651144,13.20279202,6.129406471,9.72102978
226,HSC_764,0.0480666,0.014026488,7.170261715,0.186426805,12.32727926,294,58,95.56297544,461.1926571,7.916077017,9.668982457,0.141186195,0.859562502,90.98981594,69.50843114,16.18795121,2.829316542,5.11646599,5.805988031,9.321654021
226,IC_1396,0.0085476,0.002494306,7.330413773,0.190590758,9.6034793,1823,364,12.08526829,8.848709157,14.62540546,9.480020896,0.140350239,0.834488286,91.14097372,69.50843114,16.18795121,2.829316542,5.11646599,5.805988031,17.29852204
227,HSC_837,0.0480666,0.014026488,6.630427875,0.172391125,17.966782,301,60,23.00746582,0.789466803,8.833445226,18.04929463,0.412995161,2.192283193,90.14891498,663.2247434,2.569678151,0.367818991,18.78962488,4.110623122,10.7929932
227,UBC_1171,0.0270298,0.007887664,8.220108088,0.21372281,13.17017459,208,41,59.36347138,19.22227115,7.607163545,33.02774944,0.397518566,5.426562069,84.05098253,663.2247434,2.569678151,0.367818991,18.78962488,4.110623122,9.542022986
229,HSC_893,0.0152,0.004435567,8.810232518,0.229066045,13.30772174,92,18,9.125109226,1.439315968,5.836756293,16.62863334,0.19682457,1.938613082,88.40860525,315.1074434,2.774887777,0.414910623,76.33350569,0.574061313,7.262052631
229,UBC_1190,0.0480666,0.014026488,6.790285164,0.176547414,15.23152699,190,38,19.52739363,2.460021671,7.522346007,18.18376588,0.474258713,2.216828262,88.02243061,315.1074434,2.774887777,0.414910623,76.33350569,0.574061313,9.248085946
233,HSC_1203,0.0085476,0.002494306,6.599883072,0.17159696,15.6494749,262,52,33.21563085,16.31192102,9.744316012,14.72778091,0.328409005,1.615891795,71.88651493,2423.329699,1.446110888,0.204886836,25.84287717,5.029071543,14.05994133
233,HSC_1242,0.0085476,0.002494306,8.740362689,0.22724943,15.79108212,327,65,15.57524688,0.996888754,11.73322185,41.33753536,0.481428015,7.598417843,105.2456513,2423.329699,1.446110888,0.204886836,25.84287717,5.029071543,1210.473689
234,HSC_1248,0.0085476,0.002494306,7.540329475,0.196048566,11.31098626,139,27,9.926015228,3.983895802,6.84773691,9.568412159,0.236494497,0.846186543,93.63231919,236.1209765,3.76009466,0.543596706,20.21053319,5.959808701,8.507051293
234,Teutsch_56,0.0085476,0.002494306,8.770115295,0.228022998,12.38226486,249,49,6.758713106,0.302521834,8.190644963,13.62990263,0.229397618,1.438617811,97.03907758,236.1209765,3.76009466,0.543596706,20.21053319,5.959808701,10.33201551
236,HSC_1728,0.0270298,0.007887664,8.469822016,0.220215372,14.69803832,959,191,35.17122695,4.44009863,17.30362455,7.265686854,0.321438839,0.559913988,24.70704252,768.2383614,4.254248793,0.611304798,26.52143906,11.00548622,24.21621226
236,HSC_1731,0.0152,0.000443557,8.889861721,0.231136405,16.06154232,657,131,27.15281433,0.78293913,17.42716187,25.9902056,0.33272499,3.788095119,103.0457726,768.2383614,4.254248793,0.611304798,26.52143906,11.00548622,21.34775421
237,HSC_1750,0.0270298,0.007887664,8.749736316,0.227493144,13.94912212,204,40,22.15174966,2.993872321,8.183777331,6.800026153,0.170693015,0.50695823,112.5573324,424.2597205,6.45093964,1.171674706,27.73389237,8.03481954,10.28883187
237,NGC_2309,0.0270298,0.007887664,8.670245853,0.225426392,13.15575909,1848,369,12.76092105,1.041193483,16.70737587,6.786773134,0.144453391,0.505476886,72.16452193,424.2597205,6.45093964,1.171674706,27.73389237,8.03481954,21.44985481
239,HSC_1867,0.0480666,0.014026488,7.450249108,0.193706477,10.61090446,48,9,8.439782493,1.963518739,4.503173266,7.779564583,0.107371231,0.620353503,82.66356522,170.689694,2.322407577,0.309168013,13.19062327,2.818377017,5.491185506
